track_name,album_single,year,nZk,vocalist
fiore,musica,2009,0,Cyua
musica,musica,2009,0,
The Moment of Dreams,musica,2009,0,関山藍果
snow,musica,2009,0,
sTone,musica,2009,0,山本結
LUNA,musica,2009,0,
Blue Dragon (Piano ver.),musica,2009,0,
Voice of Light,musica,2009,0,関山藍果
SoLa,musica,2009,0,
Melancholia,musica,2009,0,Aimee Blackschleger
Melancholia,musica,2009,0,David Whitaker
AcE & ArMs,musica,2009,0,
Aesthetic,musica,2009,0,関山藍果
mein Madchen,マイガール,2009,0,
Vater,マイガール,2009,0,
Auf Wiedersehen,マイガール,2009,0,
mein Madchen <fur Gitarre>,マイガール,2009,0,
kalte Tranen,マイガール,2009,0,
lose Faden,マイガール,2009,0,
mein Madchen <fur Klavier>,マイガール,2009,0,
Grau,マイガール,2009,0,
mein Madchen <fur Cello>,マイガール,2009,0,
Danke schon,マイガール,2009,0,
Welcome to my Land,彼岸島,2010,0,
Versus,彼岸島,2010,0,
RAID ON A FORT,彼岸島,2010,0,
RAIKI,彼岸島,2010,0,
the moment to decide,彼岸島,2010,0,
That is HIGANJIMA,彼岸島,2010,0,
VAMPIRE,彼岸島,2010,0,
Maruta de DON!!,彼岸島,2010,0,
good bye my friend,彼岸島,2010,0,
Resistant,彼岸島,2010,0,
Bloodbath,彼岸島,2010,0,mpi
Bloodbath,彼岸島,2010,0,神棒尚史
an ominous silence,彼岸島,2010,0,
memory of brother,彼岸島,2010,0,
the moment to decide (Gt. ver.),彼岸島,2010,0,
MIYABI Castle,彼岸島,2010,0,
seas of blood,彼岸島,2010,0,
this is higanjima,彼岸島,2010,0,
Time of Trial,彼岸島,2010,0,
PON,彼岸島,2010,0,
infection,彼岸島,2010,0,
one-sided love,彼岸島,2010,0,
Nanjaaa!Koryaaa!!!,彼岸島,2010,0,
Scheusal,彼岸島,2010,0,
Last Vampire,彼岸島,2010,0,
to be continue!?,彼岸島,2010,0,
Aaa～Eee～,彼岸島,2010,0,
run away,彼岸島,2010,0,
MIYABI,彼岸島,2010,0,
HONEST,まっすぐな男,2010,0,
♂vs♀,まっすぐな男,2010,0,
♂&♀,まっすぐな男,2010,0,
Twisted 女,まっすぐな男,2010,0,
Pfx8,まっすぐな男,2010,0,
HONEST <slow version>,まっすぐな男,2010,0,
De-De DeッDe♪,まっすぐな男,2010,0,
♂&♀ <piano & guitar version>,まっすぐな男,2010,0,
Mo000-DASH!!,まっすぐな男,2010,0,
783,まっすぐな男,2010,0,
Illusion,まっすぐな男,2010,0,小林未郁
ストレイト <Original Soundtrack Version>,まっすぐな男,2010,0,
U.C.0096,機動戦士ガンダムUC,2010,0,
UNICORN,機動戦士ガンダムUC,2010,0,
THE UNIVERS,機動戦士ガンダムUC,2010,0,
MINEVA,機動戦士ガンダムUC,2010,0,
MOBILE SUIT,機動戦士ガンダムUC,2010,0,
LAPLACE,機動戦士ガンダムUC,2010,0,
MARIDA,機動戦士ガンダムUC,2010,0,
A LETTER,機動戦士ガンダムUC,2010,0,Cyua
INFERNAL AFFAIRS,機動戦士ガンダムUC,2010,0,
E.F.S.F.,機動戦士ガンダムUC,2010,0,
PIANO TO ANNA,機動戦士ガンダムUC,2010,0,
ON YOUR MARK,機動戦士ガンダムUC,2010,0,
FULL-FRONTAL,機動戦士ガンダムUC,2010,0,
BRING ON A WAR,機動戦士ガンダムUC,2010,0,
INEQUALITY-A CLOUD OF WAR,機動戦士ガンダムUC,2010,0,
OTTO-FOR A CHANGE,機動戦士ガンダムUC,2010,0,
LIFE & DEATH,機動戦士ガンダムUC,2010,0,
THE DISTANT PAST,機動戦士ガンダムUC,2010,0,
GO ON A FORAY,機動戦士ガンダムUC,2010,0,
FEAR→SORROW,機動戦士ガンダムUC,2010,0,
H@R0,機動戦士ガンダムUC,2010,0,
RX-0,機動戦士ガンダムUC,2010,0,
LICHT MEER,機動戦士ガンダムUC,2010,0,井上優弥子
LICHT MEER,機動戦士ガンダムUC,2010,0,河合夕子
ZERO GRAVITY,機動戦士ガンダムUC,2010,0,
BOXX!!,ボックス!,2010,0,河合夕子
BOXX!!,ボックス!,2010,0,仁科かおり
BOXX!!,ボックス!,2010,0,神棒尚史
BOXX!!,ボックス!,2010,0,Naoya
BOXX!!,ボックス!,2010,0,Hikaru
BOXX!!,ボックス!,2010,0,Hajime
BOXX!!,ボックス!,2010,0,Sen
BOXX!!,ボックス!,2010,0,Melo-J
SEEK YOUR FATE,ボックス!,2010,0,
CHILDHOOD,ボックス!,2010,0,
FUNK PUNKY MONKEY,ボックス!,2010,0,
ACID JAB,ボックス!,2010,0,
○‐,ボックス!,2010,0,
R@MUNAI,ボックス!,2010,0,
LUMIERE,ボックス!,2010,0,Naoya
LUMIERE,ボックス!,2010,0,Hikaru
LUMIERE,ボックス!,2010,0,Hajime
LUMIERE,ボックス!,2010,0,Sen
LUMIERE,ボックス!,2010,0,Melo-J
SHADOW,ボックス!,2010,0,
PUNCH-UP POO,ボックス!,2010,0,
JUVIE,ボックス!,2010,0,
FINAL DANCE,ボックス!,2010,0,神棒尚史
CHILDHOOD[Hasuta luego VER.],ボックス!,2010,0,仁科かおり
GREEN TONE,ボックス!,2010,0,
SPA-MUCHO,ボックス!,2010,0,
GLARE,ボックス!,2010,0,
KY,ボックス!,2010,0,
U-KI,ボックス!,2010,0,
CROSS COUNTER,ボックス!,2010,0,
○‐ [P.S.VER.],ボックス!,2010,0,
THE GONG,ボックス!,2010,0,小林未郁
BOXX!! [REBASASHI-REMIX],ボックス!,2010,0,
PUNCH-DRUNK,ボックス!,2010,0,
OMAKE de MEDO===RE…i,ボックス!,2010,0,
Wild War Dance,戦国BASARA弐,2010,0,Aimee Blackschleger
the Edge oF a §WORD,戦国BASARA弐,2010,0,
CONQUEROR,戦国BASARA弐,2010,0,
This is a Fight to Change the World,戦国BASARA弐,2010,0,小林未郁
der Traum deines Lebens,戦国BASARA弐,2010,0,井上優弥子
the back of the DR@GON,戦国BASARA弐,2010,0,
WaTER LiGHT [choto-chigau REMIX],戦国BASARA弐,2010,0,
@-2-期!!,戦国BASARA弐,2010,0,
sacrificed PIECE,戦国BASARA弐,2010,0,
THE pOINT Of A sword→E-moll,戦国BASARA弐,2010,0,
CR€SC∃NT,戦国BASARA弐,2010,0,小林未郁
CR€SC∃NT,戦国BASARA弐,2010,0,神棒尚史
Heaven's Door [ZERO-TWO Ver.],戦国BASARA弐,2010,0,
BLAZE [ZERO-TWO Ver.],戦国BASARA弐,2010,0,
GHOST of ICHI,戦国BASARA弐,2010,0,井上優弥子
Ore最叫!?,戦国BASARA弐,2010,0,
STRATAGEM→Armor-Clad Warrior,戦国BASARA弐,2010,0,
BPM120,戦国BASARA弐,2010,0,
I Tone,戦国BASARA弐,2010,0,
Luster. [Dream-Luck REMIX],戦国BASARA弐,2010,0,
乱 AgainsT,戦国BASARA弐,2010,0,
B∀TTL∃field$,戦国BASARA弐,2010,0,
MARKS,マークスの山,2010,0,
DESTINY,マークスの山,2010,0,
WOUND,マークスの山,2010,0,
ORGANIZATION,マークスの山,2010,0,
DIABOLIC,マークスの山,2010,0,
GRAY TONE,マークスの山,2010,0,
INVESTIGATION,マークスの山,2010,0,
IMPENETRABLE,マークスの山,2010,0,
HATRED,マークスの山,2010,0,
PREMEDITATED CRIME,マークスの山,2010,0,
BLUE&RED,マークスの山,2010,0,
INSANITY,マークスの山,2010,0,
SERIAL MURDERS,マークスの山,2010,0,
DARK MOUNTAIN,マークスの山,2010,0,
M-TONE,マークスの山,2010,0,
MYSTIC MOUNTAIN,マークスの山,2010,0,
DESTINY (VC&PF VER.),マークスの山,2010,0,
INSANITY LOVE,マークスの山,2010,0,Chris Catalano
M,マークスの山,2010,0,
A,マークスの山,2010,0,
R,マークスの山,2010,0,
K,マークスの山,2010,0,
S,マークスの山,2010,0,
DESTINY (PF VER.),マークスの山,2010,0,
TEARS Of The DRAGON,医龍-Team Medical Dragon-3,2010,0,小林未郁
BLOOD oF thE DRAGON,医龍-Team Medical Dragon-3,2010,0,
BL@CK,医龍-Team Medical Dragon-3,2010,0,
MGR×A,医龍-Team Medical Dragon-3,2010,0,
K2,医龍-Team Medical Dragon-3,2010,0,
NO-口,医龍-Team Medical Dragon-3,2010,0,
TEARS Of The DRAGON <Re:prise>,医龍-Team Medical Dragon-3,2010,0,
BLUE DRAGON <TMD3 VER.>,医龍-Team Medical Dragon-3,2010,0,小林未郁
BLUE DRAGON <'07 ver.>,医龍-Team Medical Dragon-3,2010,0,
DRAGON RISES,医龍-Team Medical Dragon-3,2010,0,
Tide Over,医龍-Team Medical Dragon-3,2010,0,
spirit,医龍-Team Medical Dragon-3,2010,0,
RED DRAGON <'07 ver.>,医龍-Team Medical Dragon-3,2010,0,
Aesthetic,医龍-Team Medical Dragon-3,2010,0,関山藍果
Engel und Teufel,医龍-Team Medical Dragon-3,2010,0,
ramdom-E,マルモのおきて,2011,0,
ramdom-E <BPM64v>,マルモのおきて,2011,0,
Missing Piece,マルモのおきて,2011,0,mpi
1st-Mov.:S,劇場版 戦国BASARA -The Last Party-,2011,0,
2nd-Mov.:E,劇場版 戦国BASARA -The Last Party-,2011,0,
3rd-Mov.:N,劇場版 戦国BASARA -The Last Party-,2011,0,
4th-Mov.:G,劇場版 戦国BASARA -The Last Party-,2011,0,
5th-Mov.:O,劇場版 戦国BASARA -The Last Party-,2011,0,
6th-Mov.:K,劇場版 戦国BASARA -The Last Party-,2011,0,
7th-Mov.:U,劇場版 戦国BASARA -The Last Party-,2011,0,
Heaven's Door <Final Ver.>,劇場版 戦国BASARA -The Last Party-,2011,0,
BLAZE <Final Ver.>,劇場版 戦国BASARA -The Last Party-,2011,0,
Maou <Final Ver.>,劇場版 戦国BASARA -The Last Party-,2011,0,
the Edge oF a §WORD <Final Ver.>,劇場版 戦国BASARA -The Last Party-,2011,0,
Outtake弐-01,劇場版 戦国BASARA -The Last Party-,2011,0,
Outtake弐-02,劇場版 戦国BASARA -The Last Party-,2011,0,
Outtake弐-03,劇場版 戦国BASARA -The Last Party-,2011,0,
Outtake弐-04,劇場版 戦国BASARA -The Last Party-,2011,0,
Ver.,劇場版 戦国BASARA -The Last Party-,2011,0,
CR€SC∃NT,劇場版 戦国BASARA -The Last Party-,2011,0,小林未郁
CR€SC∃NT,劇場版 戦国BASARA -The Last Party-,2011,0,神棒尚史
Wild War Dance,劇場版 戦国BASARA -The Last Party-,2011,0,Aimee Blackschleger
The END ～Piano Medley for Listener～,劇場版 戦国BASARA -The Last Party-,2011,0,
祓魔師強奏曲 第一楽章：Me & Creed,青の祓魔師（第1期）,2011,0,小林未郁
祓魔師強奏曲 第二楽章：X,青の祓魔師（第1期）,2011,0,
祓魔師強奏曲 第三楽章：U & Cloud,青の祓魔師（第1期）,2011,0,
祓魔師強奏曲 第四楽章：D+T,青の祓魔師（第1期）,2011,0,
攻響組曲 DEVIL 第一楽章：D-Evil,青の祓魔師（第1期）,2011,0,
攻響組曲 DEVIL 第二楽章：i-AM,青の祓魔師（第1期）,2011,0,
攻響組曲 DEVIL 第三楽章：éXORCiST,青の祓魔師（第1期）,2011,0,
攻響組曲 DEVIL 第四楽章：sA†An,青の祓魔師（第1期）,2011,0,
AOE組曲 第一楽章：My☆,青の祓魔師（第1期）,2011,0,
AOE組曲 第二楽章：5P+3P,青の祓魔師（第1期）,2011,0,
AOE組曲 第三楽章：i9,青の祓魔師（第1期）,2011,0,
AOE組曲 第四楽章：AI,青の祓魔師（第1期）,2011,0,
交狂詩 GeHeNa 第一楽章：Mephistopheles,青の祓魔師（第1期）,2011,0,
交狂詩 GeHeNa 第二楽章：A-maimon,青の祓魔師（第1期）,2011,0,
交狂詩 GeHeNa 第三楽章：Hobgoblin→MASHOU,青の祓魔師（第1期）,2011,0,
アッシャー幻saw曲 第一楽章：Call me later,青の祓魔師（第1期）,2011,0,小林未郁
アッシャー幻saw曲 第二楽章：Tomorrow is another day,青の祓魔師（第1期）,2011,0,
アッシャー幻saw曲 第三楽章：die Himmlische Musik,青の祓魔師（第1期）,2011,0,井上優弥子
アッシャー幻saw曲 第三楽章：die Himmlische Musik,青の祓魔師（第1期）,2011,0,河合夕子
アッシャー幻saw曲 第三楽章：die Himmlische Musik,青の祓魔師（第1期）,2011,0,内田有
BGM的-suite 1st-Mov.：E戦場-Aria,青の祓魔師（第1期）,2011,0,
BGM的-suite 2nd-Mov.：Technology ORCH.,青の祓魔師（第1期）,2011,0,
BGM的-suite 3rd-Mov.：Hyou×（依+変）,青の祓魔師（第1期）,2011,0,
BGM的-suite 4th-Mov.：BOBOBOぼ〜ん,青の祓魔師（第1期）,2011,0,
IiMuRoYa-$.feat 1st-Mov.：M,青の祓魔師（第1期）,2011,0,
IiMuRoYa-$.feat 2nd-Mov.：CHaos+CHorus,青の祓魔師（第1期）,2011,0,
IiMuRoYa-$.feat 3rd-Mov.：HEiW@→KiZUN@,青の祓魔師（第1期）,2011,0,
IiMuRoYa-$.feat 4th-Mov.：N-tone,青の祓魔師（第1期）,2011,0,
日常用 de SUIT 1st-Mov.：銃剣兄弟GEKIBANger,青の祓魔師（第1期）,2011,0,
日常用 de SUIT 2nd-Mov.：銃剣兄弟GEKIBANger-Returns,青の祓魔師（第1期）,2011,0,
日常用 de SUIT 3rd-Mov.：銃剣兄弟GEKIBANger-Forever,青の祓魔師（第1期）,2011,0,
日常用 de SUIT 4th-Mov.：銃剣兄弟GEKIBANger-The Final,青の祓魔師（第1期）,2011,0,
交響$weet 1st-Mov.：st-RING,青の祓魔師（第1期）,2011,0,
交響$weet 2nd-Mov.：STN-blood,青の祓魔師（第1期）,2011,0,
交響$weet 3rd-Mov.：call ME,青の祓魔師（第1期）,2011,0,
交響$weet 4th-Mov.：f,青の祓魔師（第1期）,2011,0,
EGO,機動戦士ガンダムUC OST2,2011,0,小林未郁
DESTROY→SELF-SACRIFICE,機動戦士ガンダムUC OST2,2011,0,
MORE…,機動戦士ガンダムUC OST2,2011,0,
MAD-NUG,機動戦士ガンダムUC OST2,2011,0,
THE BATTLE,機動戦士ガンダムUC OST2,2011,0,
0001,機動戦士ガンダムUC OST2,2011,0,
SINANJU,機動戦士ガンダムUC OST2,2011,0,
MARTHA,機動戦士ガンダムUC OST2,2011,0,
0-G:EP1,機動戦士ガンダムUC OST2,2011,0,
CAPTURE,機動戦士ガンダムUC OST2,2011,0,
OYM-PF,機動戦士ガンダムUC OST2,2011,0,
F2,機動戦士ガンダムUC OST2,2011,0,
SILENT,機動戦士ガンダムUC OST2,2011,0,
DESERT,機動戦士ガンダムUC OST2,2011,0,
MOBILE SUIT <W-REC MIX>,機動戦士ガンダムUC OST2,2011,0,
MOBILE ARMOR,機動戦士ガンダムUC OST2,2011,0,
REMIND YOU,機動戦士ガンダムUC OST2,2011,0,小林未郁
DAGUZA,機動戦士ガンダムUC OST2,2011,0,
βίος,ギルティクラウン,2011,0,小林未郁
α,ギルティクラウン,2011,0,
Ω,ギルティクラウン,2011,0,
Ready to Go,ギルティクラウン,2011,0,David Whitaker
friends,ギルティクラウン,2011,0,mpi
VOiD,ギルティクラウン,2011,0,
gエ19,ギルティクラウン,2011,0,
θεοι,ギルティクラウン,2011,0,
close your eyes,ギルティクラウン,2011,0,本田みちよ
Βασιλευζ,ギルティクラウン,2011,0,
π,ギルティクラウン,2011,0,
Release My Soul,ギルティクラウン,2011,0,Aimee Blackschleger
κrOnё,ギルティクラウン,2011,0,
Hill Of Sorrow,ギルティクラウン,2011,0,mpi
Αποκσλυψιζ,ギルティクラウン,2011,0,
Home ～in this corner～,ギルティクラウン,2011,0,Leina
Genesi§,ギルティクラウン,2011,0,
βίος-δ,ギルティクラウン,2011,0,小林未郁
Rё∀L,ギルティクラウン,2011,0,Cyua
kEっ1000,GUILTY CROWN OST ANOTHER SIDE,2012,0,
Miss手リAs,GUILTY CROWN OST ANOTHER SIDE,2012,0,
刺U,GUILTY CROWN OST ANOTHER SIDE,2012,0,
血Con-儀,GUILTY CROWN OST ANOTHER SIDE,2012,0,Hiroaki Takeuchi
鎖スPen$,GUILTY CROWN OST ANOTHER SIDE,2012,0,
Oノ存ξ,GUILTY CROWN OST ANOTHER SIDE,2012,0,
Gエ19 (FullSize),GUILTY CROWN OST ANOTHER SIDE,2012,0,
Vぉ1℃→Ki母∪,GUILTY CROWN OST ANOTHER SIDE,2012,0,
美♂-K+＄タすpAd,GUILTY CROWN OST ANOTHER SIDE,2012,0,小林未郁
pF-AdLib I,GUILTY CROWN OST ANOTHER SIDE,2012,0,
gT→pF,GUILTY CROWN OST ANOTHER SIDE,2012,0,
pF-AdLib Ⅱ,GUILTY CROWN OST ANOTHER SIDE,2012,0,
fUE+p@D+hArP→pF,GUILTY CROWN OST ANOTHER SIDE,2012,0,
sT+hRN+tRB+tUba,GUILTY CROWN OST ANOTHER SIDE,2012,0,
pF-AdLib Ⅲ,GUILTY CROWN OST ANOTHER SIDE,2012,0,
1616,GUILTY CROWN OST ANOTHER SIDE,2012,0,
gT→sYnTH,GUILTY CROWN OST ANOTHER SIDE,2012,0,
pF-AdLib Ⅳ,GUILTY CROWN OST ANOTHER SIDE,2012,0,
Egg,GUILTY CROWN OST ANOTHER SIDE,2012,0,
Garilic,GUILTY CROWN OST ANOTHER SIDE,2012,0,
Olibe Oil,GUILTY CROWN OST ANOTHER SIDE,2012,0,
Idaho Potato,GUILTY CROWN OST ANOTHER SIDE,2012,0,
Salt,GUILTY CROWN OST ANOTHER SIDE,2012,0,Hiroaki Takeuchi
Tamanegi,GUILTY CROWN OST ANOTHER SIDE,2012,0,
zai,推定有罪,2012,0,Cyua
推,推定有罪,2012,0,
tei,推定有罪,2012,0,
有,推定有罪,2012,0,
SYMPHONIC SUITE “UC2012”] 1ST MOV.:BANSHEE,機動戦士ガンダムUC OST3,2012,0,
[SYMPHONIC SUITE “UC2012”] 2ND MOV.:PSYCHO-FIELD,機動戦士ガンダムUC OST3,2012,0,
[SYMPHONIC SUITE “UC2012”] 3RD MOV.:ANGELO,機動戦士ガンダムUC OST3,2012,0,
[SYMPHONIC SUITE “UC2012”] 4TH MOV.:NEO ZEON,機動戦士ガンダムUC OST3,2012,0,
［SYMPHONIC SUITE “UC2012”］ 5TH MOV.:GUNDAM,機動戦士ガンダムUC OST3,2012,0,
RIDDHE,機動戦士ガンダムUC OST3,2012,0,
MINOVSKY PARTICLE,機動戦士ガンダムUC OST3,2012,0,
SYMPATHY,機動戦士ガンダムUC OST3,2012,0,
RED COMET,機動戦士ガンダムUC OST3,2012,0,
AUDREY,機動戦士ガンダムUC OST3,2012,0,
PIANO UC-NO.1,機動戦士ガンダムUC OST3,2012,0,
PIANO UC-NO.2,機動戦士ガンダムUC OST3,2012,0,
PIANO UC-NO.3,機動戦士ガンダムUC OST3,2012,0,
祝・映画化!!,青の祓魔師 ―劇場版―,2012,0,
祝・1000M!!,青の祓魔師 ―劇場版―,2012,0,
Battle Scars,青の祓魔師 ―劇場版―,2012,0,David Whitaker
ニ・カズ・シオ・ハ・チュウ・エイ・ウ・ジョ,青の祓魔師 ―劇場版―,2012,0,
に・ふおは・げん・でん・の・い・たい・け,青の祓魔師 ―劇場版―,2012,0,
20121228,青の祓魔師 ―劇場版―,2012,0,
MATSURI,青の祓魔師 ―劇場版―,2012,0,
En/Kin/Nai/Kan/Sin/Ki/Ei/Satsu,青の祓魔師 ―劇場版―,2012,0,
I←Na←Ra←Ke←Ha←Ki←Se←No←E←Ma,青の祓魔師 ―劇場版―,2012,0,
KEKKAI,青の祓魔師 ―劇場版―,2012,0,
COAL TAR,青の祓魔師 ―劇場版―,2012,0,
BLUE,青の祓魔師 ―劇場版―,2012,0,
USA-麻呂,青の祓魔師 ―劇場版―,2012,0,
TVおうったけ,青の祓魔師 ―劇場版―,2012,0,
AcE & ArMs,澤野弘之 NHK WORKS,2013,0,
AnALySiS,澤野弘之 NHK WORKS,2013,0,
AThLeTe,澤野弘之 NHK WORKS,2013,0,
AdVANcE,澤野弘之 NHK WORKS,2013,0,
ANxiEtY,澤野弘之 NHK WORKS,2013,0,
The Moment of Dreams,澤野弘之 NHK WORKS,2013,0,関山藍果
WiLL,澤野弘之 NHK WORKS,2013,0,
Black & Blue Room,澤野弘之 NHK WORKS,2013,0,
Well,澤野弘之 NHK WORKS,2013,0,
サイエンスZERO オープニングテーマ,澤野弘之 NHK WORKS,2013,0,
サイエンスZERO2012 オープニングテーマ,澤野弘之 NHK WORKS,2013,0,
サイエンスZERO エンディングテーマ,澤野弘之 NHK WORKS,2013,0,
サイエンスZERO2012 エンディングテーマ,澤野弘之 NHK WORKS,2013,0,
itsuka,澤野弘之 NHK WORKS,2013,0,
itsuka-Gt,澤野弘之 NHK WORKS,2013,0,
itsuka-VnPf,澤野弘之 NHK WORKS,2013,0,
AcE <pF vEr.>,澤野弘之 NHK WORKS,2013,0,
WiLL:piano,澤野弘之 NHK WORKS,2013,0,
ScienceZero <Piano Arrange>,澤野弘之 NHK WORKS,2013,0,
itsuka-Pf,澤野弘之 NHK WORKS,2013,0,
Dβ,プラチナデータ,2013,0,
α≠a,プラチナデータ,2013,0,小林未郁
Δ→N←＠,プラチナデータ,2013,0,
k:100％-ë:0％,プラチナデータ,2013,0,
[@$αM∀],プラチナデータ,2013,0,
f‐手,プラチナデータ,2013,0,
k←PC,プラチナデータ,2013,0,
mo‐gUrU,プラチナデータ,2013,0,
nf壱Ⅲ,プラチナデータ,2013,0,
K⇔R,プラチナデータ,2013,0,
PLAT in α,プラチナデータ,2013,0,
無垢,プラチナデータ,2013,0,
ət'æk 0N tάɪtn,進撃の巨人（第1期）,2013,0,小林未郁
The Reluctant Heroes,進撃の巨人（第1期）,2013,0,mpi
eye-water,進撃の巨人（第1期）,2013,0,
立body機motion,進撃の巨人（第1期）,2013,0,
cóunter・attàck-mˈænkάɪnd,進撃の巨人（第1期）,2013,0,
army⇒G♂,進撃の巨人（第1期）,2013,0,
Vogel im Käfig,進撃の巨人（第1期）,2013,0,Cyua
DOA,進撃の巨人（第1期）,2013,0,Aimee Blackschleger
凸】♀】♂】←巨人,進撃の巨人（第1期）,2013,0,
E・M・A,進撃の巨人（第1期）,2013,0,
巨♀～9地区,進撃の巨人（第1期）,2013,0,
Bauklötze,進撃の巨人（第1期）,2013,0,小林未郁
2chi城,進撃の巨人（第1期）,2013,0,
XL-TT,進撃の巨人（第1期）,2013,0,
Call your name,進撃の巨人（第1期）,2013,0,mpi
Call your name,進撃の巨人（第1期）,2013,0,CASG(Caramel Apple Sound Gadget)
omake-pfadlib,進撃の巨人（第1期）,2013,0,
Battle Scars <Plugless Version>,青の祓魔師 Plugless,2013,0,David Whitaker
Me & Creed <Lite-Tone-Happy部 3:な>,青の祓魔師 Plugless,2013,0,小林未郁
D-Evil <正10時楽団 Played>,青の祓魔師 Plugless,2013,0,
KEKKAI <闘質30%CUT>,青の祓魔師 Plugless,2013,0,
My☆ <Un-Pluglessです>,青の祓魔師 Plugless,2013,0,
MATSURI <朝臭珍丼屋 V>,青の祓魔師 Plugless,2013,0,
Too Late To Say,青の祓魔師 Plugless,2013,0,Sayulee
f <pfs>,青の祓魔師 Plugless,2013,0,
U & Cloud <simpledess>,青の祓魔師 Plugless,2013,0,
Call me later <nZk Plugless>,青の祓魔師 Plugless,2013,0,小林未郁
éXORCiST <cal off arr.>,青の祓魔師 Plugless,2013,0,
BLUE <pfs>,青の祓魔師 Plugless,2013,0,
Me & Creed <Slow Ver>,青の祓魔師 Plugless,2013,0,小林未郁
Battle Scars,青の祓魔師 Plugless,2013,0,David Whitaker
Me & Creed,青の祓魔師 Plugless,2013,0,小林未郁
D+T,青の祓魔師 Plugless,2013,0,
MATSURI,青の祓魔師 Plugless,2013,0,
HEiW@→KiZUN@,青の祓魔師 Plugless,2013,0,
Mephistopheles,青の祓魔師 Plugless,2013,0,
ニ・カズ・シオ・ハ・チュウ・エイ・ウ・ジョ,青の祓魔師 Plugless,2013,0,
M,青の祓魔師 Plugless,2013,0,
f,青の祓魔師 Plugless,2013,0,
U & Cloud,青の祓魔師 Plugless,2013,0,
BLUE,青の祓魔師 Plugless,2013,0,
Call me later,青の祓魔師 Plugless,2013,0,小林未郁
i-AM,青の祓魔師 Plugless,2013,0,
LINK01BPM130KINPAKU,LINK,2013,0,
LINK03BPM71THEME,LINK,2013,0,
LINK02BPM97SUSPENSE,LINK,2013,0,
LINK04BPM96THEME2,LINK,2013,0,
LINK07BPM85SUSPENSE,LINK,2013,0,
LINK05BPM96(6/8)KODOKU,LINK,2013,0,
LINK08BPM70SUSPENSE,LINK,2013,0,
LINK06BPM61THEME-STRINGS,LINK,2013,0,
LINK09BPM?VERSION,LINK,2013,0,
LINK10BPMFREEPFADLIB,LINK,2013,0,
進撃st-hrn-egt20130629巨人,進撃の巨人 OST2,2013,0,
進撃pf20130218巨人,進撃の巨人 OST2,2013,0,
進撃gt20130218巨人,進撃の巨人 OST2,2013,0,
進撃st-hrn-gt-pf20130629巨人,進撃の巨人 OST2,2013,0,
進撃vc-pf20130218巨人,進撃の巨人 OST2,2013,0,
進撃vn-pf20130524巨人,進撃の巨人 OST2,2013,0,
進撃pf-adlib-b20130218巨人,進撃の巨人 OST2,2013,0,
進撃st20130629巨人,進撃の巨人 OST2,2013,0,
進撃pf-adlib-c20130218巨人,進撃の巨人 OST2,2013,0,
進撃st-hrn-gt20130629巨人,進撃の巨人 OST2,2013,0,
進撃pf-medley20130629巨人,進撃の巨人 OST2,2013,0,
Before my body is dry,キルラキル,2013,0,小林未郁
Before my body is dry,キルラキル,2013,0,David Whitaker
goriLLA蛇L,キルラキル,2013,0,
犬Kあ３L,キルラキル,2013,0,
Blumenkranz,キルラキル,2013,0,Cyua
AdラLib,キルラキル,2013,0,
鬼龍G@キLL,キルラキル,2013,0,
KILL7la切ル,キルラキル,2013,0,
Suck your blood,キルラキル,2013,0,Benjamin Anderson
Suck your blood,キルラキル,2013,0,mpi
Kiっ9=KELL,キルラキル,2013,0,
k1ll◎iLL,キルラキル,2013,0,
Light your heart up,キルラキル,2013,0,Aimee Blackschleger
昼裸lilL♪,キルラキル,2013,0,
斬LLLア生LL,キルラキル,2013,0,
キ龍ha着LL,キルラキル,2013,0,
I want to know,キルラキル,2013,0,Benjamin Anderson
寝LLna聴9,キルラキル,2013,0,
Kiる厭KiLL,キルラキル,2013,0,
Till I Die,キルラキル,2013,0,CASG(Caramel Apple Sound Gadget)
Before my body is dry: [nZk] ver.,キルラキル,2013,0,小林未郁
Blumenkranz : [nZk]ver.,キルラキル,2013,0,Cyua
Suck your blood : [nZk]ver.,キルラキル,2013,0,Benjamin Anderson
Suck your blood : [nZk]ver.,キルラキル,2013,0,mpi
Light your heart up : [nZk]ver.,キルラキル,2013,0,Aimee Blackschleger
Till I Die : [nZk]ver.,キルラキル,2013,0,CASG(Caramel Apple Sound Gadget)
Before my body is dry: [nZk] ver.<INST>,キルラキル,2013,0,
Blumenkranz : [nZk]ver.<INST>,キルラキル,2013,0,
Suck your blood : [nZk]ver.<INST>,キルラキル,2013,0,
Light your heart up : [nZk]ver.<INST>,キルラキル,2013,0,
Till I Die : [nZk]ver.<INST>,キルラキル,2013,0,
劇伴特化型1☆極★服,キルラキル,2013,0,
リズム強化型2☆極★服,キルラキル,2013,0,
日常劇場型3☆極★服,キルラキル,2013,0,
服着豚型4☆極★服,キルラキル,2013,0,
名付扇子0型5☆極★服,キルラキル,2013,0,
追加発注型6☆極★服,キルラキル,2013,0,
背景敬具型7☆極★服,キルラキル,2013,0,
MT変装型8☆極★服,キルラキル,2013,0,
多分裸SBOSS-型9☆極★服,キルラキル,2013,0,
前半再収録型10☆極★服,キルラキル,2013,0,
追加再収録型11☆極★服,キルラキル,2013,0,
重要物発行強調型12☆極★服,キルラキル,2013,0,
